Date,Open,High,Low,Close,Adj Close,Volume
2021-09-16,143.950500,144.300003,142.401505,143.610001,143.610001,26190000
2021-09-17,143.030502,143.449997,140.470001,140.800003,140.800003,53384000
2021-09-20,138.161499,139.000000,136.322006,138.719498,138.719498,46518000
2021-09-21,139.749496,140.011505,138.278000,139.033005,139.033005,25332000
2021-09-22,139.304001,140.886993,138.551498,140.283493,140.283493,25056000
2021-09-23,140.987503,141.696503,140.401505,141.216003,141.216003,20952000
2021-09-24,140.538498,142.330505,140.240997,142.214996,142.214996,22984000
2021-09-27,140.804504,141.938507,140.067505,141.072006,141.072006,21882000
2021-09-28,138.654999,139.096497,135.360001,135.830002,135.830002,45772000
2021-09-29,136.979996,137.151001,133.865005,134.353500,134.353500,30848000
2021-09-30,134.261505,135.542496,133.556000,133.675995,133.675995,37996000
2021-10-01,134.447495,136.910507,134.072998,136.542999,136.542999,35360000
2021-10-04,135.960495,135.960495,131.050003,133.659500,133.659500,51202000
2021-10-05,134.041000,137.224503,134.041000,136.022995,136.022995,32404000
2021-10-06,134.750000,137.750000,134.550003,137.565002,137.565002,24364000
2021-10-07,138.891998,140.042007,138.651001,139.225006,139.225006,25110000
2021-10-08,139.576996,140.330994,139.217499,139.785507,139.785507,26526000
2021-10-11,139.292007,140.712006,138.858994,138.914001,138.914001,17954000
2021-10-12,139.479996,139.507004,135.759995,136.449005,136.449005,36332000
2021-10-13,137.402496,138.000000,136.518997,137.582001,137.582001,19654000
2021-10-14,139.473999,141.337494,138.824997,141.151001,141.151001,31894000
2021-10-15,141.614502,141.718002,140.755005,141.367996,141.367996,30274000
2021-10-18,141.076508,142.796005,141.069504,142.778000,142.778000,20396000
2021-10-19,143.387497,143.662506,142.600006,143.237000,143.237000,20164000
2021-10-20,143.337997,143.546005,141.376495,141.768997,141.768997,23288000
2021-10-21,141.768997,142.156006,140.500000,141.886002,141.886002,26292000
2021-10-22,139.149994,140.582993,136.056000,137.566498,137.566498,50588000
2021-10-25,137.550003,138.000000,135.423996,137.447006,137.447006,34412000
2021-10-26,139.263504,140.082993,138.304504,139.308502,139.308502,49236000
2021-10-27,139.404999,148.649994,139.404999,146.217499,146.217499,85782000
2021-10-28,147.134506,147.158005,144.626999,145.848999,145.848999,36206000
2021-10-29,145.078003,148.242004,144.649506,148.046005,148.046005,43320000
2021-11-01,148.046005,148.046005,143.225494,143.496994,143.496994,46924000
2021-11-02,144.579498,146.608994,144.335495,145.432495,145.432495,33482000
2021-11-03,145.900497,146.669006,144.591003,146.598007,146.598007,27494000
2021-11-04,147.124496,149.733505,146.307999,148.267502,148.267502,38412000
2021-11-05,149.169495,150.327499,148.197006,148.852005,148.852005,38354000
2021-11-08,149.824997,150.615005,148.430496,149.031006,149.031006,23052000
2021-11-09,149.233002,149.834503,147.244995,148.918503,148.918503,19530000
2021-11-10,147.500000,148.070007,144.537506,145.893494,145.893494,29970000
2021-11-11,146.489502,147.535507,145.600494,145.766495,145.766495,16518000
2021-11-12,146.615494,148.850006,145.410995,148.677994,148.677994,22360000
2021-11-15,148.900497,149.549500,147.574997,148.451996,148.451996,23508000
2021-11-16,148.149506,148.762497,147.312500,147.876007,147.876007,18904000
2021-11-17,148.027496,148.559494,147.240005,148.046997,148.046997,19594000
2021-11-18,148.241501,150.580505,147.884506,149.838501,149.838501,35608000
2021-11-19,149.975494,150.966507,148.899002,148.926498,148.926498,33682000
2021-11-22,149.332504,149.829498,146.147507,146.302002,146.302002,30594000
2021-11-23,146.153000,146.660004,144.115005,145.781998,145.781998,27218000
2021-11-24,145.473495,146.249496,144.373001,146.119995,146.119995,18040000
2021-11-26,144.348495,144.557495,141.842499,142.182999,142.182999,30470000
2021-11-29,144.000000,146.297501,143.893494,145.530502,145.530502,32596000
2021-11-30,145.008499,146.000000,141.601501,141.897507,141.897507,42068000
2021-12-01,144.000000,145.950500,140.912003,141.051498,141.051498,34020000
2021-12-02,141.250000,143.864502,140.214493,142.966003,142.966003,29194000
2021-12-03,143.681000,144.399994,140.300995,142.001495,142.001495,41230000
2021-12-06,143.040497,143.852493,140.149994,143.154999,143.154999,30618000
2021-12-07,145.596497,147.531006,145.227493,147.269501,147.269501,32240000
2021-12-08,147.596497,148.393005,146.406006,148.186493,148.186493,24270000
2021-12-09,147.591003,149.100006,147.115005,147.638504,147.638504,23270000
2021-12-10,148.699997,148.977493,146.703995,148.001495,148.001495,24458000
2021-12-13,147.781494,147.970001,145.517502,145.826508,145.826508,27070000
2021-12-14,143.968002,144.479996,141.214996,143.906998,143.906998,38446000
2021-12-15,143.408997,146.720993,141.677994,146.440994,146.440994,36370000
2021-12-16,147.170502,147.677002,143.606995,144.445007,144.445007,33650000
2021-12-17,142.500000,143.834503,141.300003,141.725006,141.725006,50416000
2021-12-20,140.000000,141.774506,139.320999,141.606995,141.606995,27192000
2021-12-21,142.053497,143.869003,140.502502,143.472504,143.472504,28756000
2021-12-22,143.067505,146.500000,143.067505,146.414993,146.414993,26322000
2021-12-23,146.500000,148.243500,146.451996,146.916504,146.916504,26384000
2021-12-27,147.255997,148.343994,147.169495,147.906494,147.906494,15976000
2021-12-28,148.235992,148.298996,146.054504,146.686996,146.686996,18200000
2021-12-29,146.644501,147.417007,145.647507,146.654999,146.654999,17788000
2021-12-30,146.694000,147.300003,145.994507,146.200500,146.200500,15688000
2021-12-31,146.050003,146.698502,144.852005,144.852005,144.852005,18136000
2022-01-03,145.054993,145.850998,143.712997,144.991501,144.991501,28646000
2022-01-04,145.395996,146.485001,143.716507,144.399506,144.399506,28400000
2022-01-05,144.419998,144.499496,137.688004,137.774994,137.774994,54618000
2022-01-06,136.998505,139.940002,136.558502,137.747498,137.747498,37348000
2022-01-07,138.145493,138.448502,135.766495,137.016998,137.016998,29760000
2022-01-10,135.078003,138.819504,133.164505,138.669495,138.669495,44408000
2022-01-11,138.007004,140.216003,136.692505,139.735992,139.735992,28730000
2022-01-12,141.149994,142.608002,140.694504,141.430496,141.430496,26108000
2022-01-13,141.539993,142.850006,138.408997,138.587006,138.587006,31436000
2022-01-14,137.078995,140.742004,136.998505,139.480499,139.480499,29662000
2022-01-18,136.175003,137.131500,135.438507,135.998001,135.998001,34872000
2022-01-19,136.523499,137.959503,135.015503,135.116501,135.116501,28648000
2022-01-20,136.250000,137.626007,132.964493,133.307495,133.307495,29908000
2022-01-21,132.593506,134.865494,130.086502,130.351501,130.351501,55652000
