Date,Open,High,Low,Close,Adj Close,Volume
2021-09-16,221.830002,222.770004,219.270004,222.419998,222.241837,15603300
2021-09-17,223.000000,223.210007,218.300003,219.000000,218.824600,29450300
2021-09-20,211.460007,214.330002,206.619995,211.130005,210.960892,34944000
2021-09-21,214.169998,214.250000,209.500000,212.460007,212.289841,20468800
2021-09-22,213.660004,219.600006,211.960007,219.410004,219.234253,26872600
2021-09-23,221.399994,225.350006,218.899994,224.820007,224.639938,24855500
2021-09-24,220.699997,221.490005,218.610001,220.809998,220.633118,21765500
2021-09-27,217.100006,217.990005,213.250000,216.600006,216.426514,24521500
2021-09-28,212.139999,214.190002,206.509995,206.990005,206.824219,34306900
2021-09-29,209.399994,210.169998,204.669998,205.169998,205.005661,21839400
2021-09-30,207.679993,210.660004,206.880005,207.160004,206.994095,22100900
2021-10-01,207.500000,208.589996,202.029999,207.419998,207.253876,24097800
2021-10-04,205.039993,205.419998,195.550003,197.320007,197.161957,34563500
2021-10-05,199.500000,206.479996,198.539993,204.509995,204.346176,27928200
2021-10-06,201.199997,207.199997,200.800003,207.000000,206.834198,29720200
2021-10-07,210.919998,213.220001,209.720001,210.750000,210.581207,25691900
2021-10-08,211.009995,212.059998,207.750000,208.309998,208.143143,15125800
2021-10-11,205.750000,210.630005,205.110001,206.949997,206.784225,16338800
2021-10-12,208.279999,210.570007,205.279999,206.710007,206.544434,16213400
2021-10-13,209.179993,209.899994,207.130005,209.389999,209.222290,18065200
2021-10-14,212.880005,217.550003,211.220001,217.460007,217.285828,24358900
2021-10-15,218.100006,219.309998,216.619995,218.619995,218.444901,22699400
2021-10-18,217.490005,222.910004,216.440002,222.220001,222.042023,18949400
2021-10-19,222.759995,223.789993,220.369995,222.899994,222.721436,16147300
2021-10-20,223.050003,224.330002,219.820007,221.029999,220.852951,14627600
2021-10-21,220.970001,227.110001,220.830002,226.919998,226.738235,18759000
2021-10-22,228.229996,231.300003,225.610001,227.259995,227.077957,24938400
2021-10-25,229.729996,233.550003,227.699997,231.660004,231.474442,23023500
2021-10-26,239.889999,252.589996,239.240005,247.169998,246.972015,48589800
2021-10-27,244.740005,250.899994,242.820007,244.509995,244.314148,24599000
2021-10-28,248.779999,249.500000,245.229996,249.410004,249.210220,23420400
2021-10-29,250.009995,257.089996,250.000000,255.669998,255.465210,29250300
2021-11-01,256.489990,258.940002,252.270004,258.269989,258.063080,26574000
2021-11-02,258.220001,266.779999,258.000000,264.010010,263.798553,29411200
2021-11-03,266.700012,267.839996,262.350006,265.980011,265.766968,23991000
2021-11-04,272.290009,313.649994,271.179993,298.010010,297.771332,115363100
2021-11-05,301.869995,314.000000,294.100006,297.519989,297.281647,85126000
2021-11-08,301.489990,311.000000,299.070007,308.040009,307.793304,50310100
2021-11-09,322.820007,323.100006,299.640015,306.570007,306.324463,64674600
2021-11-10,293.559998,308.500000,287.779999,294.589996,294.354065,63620600
2021-11-11,304.679993,305.899994,297.769989,303.899994,303.656555,33217200
2021-11-12,300.100006,306.799988,296.299988,303.899994,303.656555,41305400
2021-11-15,305.519989,306.440002,292.470001,300.250000,300.009521,38490900
2021-11-16,297.589996,303.899994,297.059998,302.029999,301.788086,26448400
2021-11-17,304.179993,305.089996,288.000000,292.609985,292.375610,42850800
2021-11-18,323.670013,327.600006,313.209991,316.750000,316.496277,78171100
2021-11-19,322.429993,330.880005,319.049988,329.850006,329.585815,53386700
2021-11-22,335.170013,346.470001,319.000000,319.559998,319.304047,75433500
2021-11-23,315.350006,323.600006,308.799988,317.459991,317.205688,53216300
2021-11-24,314.609985,328.549988,309.279999,326.739990,326.478271,43516200
2021-11-26,326.000000,327.100006,313.500000,315.029999,314.777679,28306900
2021-11-29,323.660004,334.119995,320.359985,333.760010,333.492676,45496400
2021-11-30,331.690002,333.529999,318.640015,326.760010,326.498291,62206600
2021-12-01,332.190002,332.890015,313.799988,314.350006,314.136688,48436800
2021-12-02,312.140015,324.779999,310.250000,321.260010,321.041992,47289000
2021-12-03,320.000000,321.290009,301.299988,306.929993,306.721710,54432500
2021-12-06,298.799988,302.410004,280.380005,300.369995,300.166168,65893800
2021-12-07,309.570007,324.489990,306.510010,324.269989,324.049927,59305300
2021-12-08,319.989990,322.899994,314.209991,318.260010,318.044037,47555100
2021-12-09,317.339996,322.049988,304.279999,304.899994,304.693085,48850700
2021-12-10,311.500000,313.049988,298.609985,301.980011,301.775085,48882500
2021-12-13,302.489990,302.940002,281.160004,281.609985,281.418884,59834400
2021-12-14,276.989990,286.779999,272.500000,283.369995,283.177673,66703500
2021-12-15,284.000000,305.000000,278.380005,304.589996,304.383301,69829700
2021-12-16,311.519989,311.600006,280.929993,283.869995,283.677338,70736600
2021-12-17,279.850006,289.220001,277.600006,278.010010,277.821350,71375800
2021-12-20,273.049988,281.440002,271.450012,277.190002,277.001892,46184700
2021-12-21,283.739990,291.200012,274.010010,290.750000,290.552673,52438500
2021-12-22,288.910004,295.549988,284.489990,294.000000,293.800507,39518400
2021-12-23,297.549988,300.589996,294.309998,296.399994,296.198822,34302200
2021-12-27,296.600006,310.869995,296.399994,309.450012,309.240021,40368600
2021-12-28,313.119995,313.299988,300.119995,303.220001,303.014221,42059100
2021-12-29,302.730011,305.480011,293.660004,300.010010,299.806396,34313900
2021-12-30,298.269989,304.570007,295.399994,295.859985,295.659210,30886400
2021-12-31,296.739990,300.299988,293.309998,294.109985,293.910400,26653000
2022-01-03,298.149994,307.109985,297.850006,301.209991,301.005585,39154700
2022-01-04,302.769989,304.679993,283.489990,292.899994,292.701202,52715400
2022-01-05,289.489990,294.160004,275.329987,276.040009,275.852661,49806400
2022-01-06,276.399994,284.380005,270.649994,281.779999,281.588776,45418600
2022-01-07,281.410004,284.220001,270.570007,272.470001,272.285095,40993900
2022-01-10,265.809998,274.690002,256.440002,274.000000,273.814026,59468100
2022-01-11,273.230011,280.649994,268.390015,278.170013,277.981232,40408900
2022-01-12,280.670013,285.950012,276.079987,279.989990,279.799988,38341300
2022-01-13,283.790009,284.799988,264.980011,265.750000,265.569641,54017100
2022-01-14,263.000000,271.970001,262.100006,269.420013,269.237183,39583200
2022-01-18,262.600006,266.380005,257.700012,259.029999,258.854218,42427000
2022-01-19,260.790009,265.429993,250.520004,250.669998,250.499893,48831500
2022-01-20,253.039993,255.789993,240.779999,241.500000,241.336105,43518100
2022-01-21,235.070007,248.229996,232.630005,233.740005,233.581375,71895800
2022-01-24,223.300003,233.800003,208.880005,233.720001,233.561401,91398200
2022-01-25,225.460007,229.429993,220.000000,223.240005,223.088516,66461600
2022-01-26,232.399994,240.570007,223.000000,227.720001,227.565475,75595900
2022-01-27,235.679993,239.949997,216.750000,219.440002,219.291077,57335300
2022-01-28,220.119995,228.580002,212.960007,228.399994,228.244980,54377400
2022-01-31,231.820007,245.089996,230.520004,244.860001,244.693832,56468000
2022-02-01,251.039993,251.449997,238.899994,246.380005,246.212799,51892500
2022-02-02,257.940002,258.170013,245.529999,252.419998,252.248703,54341900
2022-02-03,244.580002,250.770004,237.800003,239.479996,239.317490,41017800
2022-02-04,239.720001,246.350006,236.320007,243.190002,243.024948,35482900
2022-02-07,243.720001,251.820007,242.020004,247.279999,247.112198,37686800
2022-02-08,243.589996,252.300003,239.800003,251.080002,250.909607,41035900
2022-02-09,256.220001,267.250000,253.529999,267.049988,266.868744,52428200
2022-02-10,259.950012,269.250000,256.000000,258.239990,258.064728,51320000
2022-02-11,259.160004,261.519989,237.729996,239.490005,239.327484,60547200
2022-02-14,239.339996,248.750000,237.550003,242.669998,242.505325,44042400
2022-02-15,249.490005,265.450012,247.839996,264.950012,264.770203,69986900
2022-02-16,262.589996,265.820007,255.520004,265.109985,264.930084,73267600
